Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric,Sex,Value,Method,16 and Over,16-24,25-34,35-49,50-59,60 and Over,All Pharmacotherapy Prescriptions,Nicotine Replacement Therapy (NRT) Prescriptions,Bupropion (Zyban) Prescriptions,Varenicline (Champix) Prescriptions,Net Ingredient Cost of All Pharmacotherapies,Net Ingredient Cost of Nicotine Replacement Therapies (NRT),Net Ingredient Cost of Bupropion (Zyban),Net Ingredient Cost of Varenicline (Champix),"Tobacco Price
Index","Retail Prices
Index",Tobacco Price Index Relative to Retail Price Index,Real Households' Disposable Income,Affordability of Tobacco Index,Household Expenditure on Tobacco,Household Expenditure Total,Expenditure on Tobacco as a Percentage of Expenditure,mortality_target
2011,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Female,500,,,,,,,,,,,,,,,,,,,,,,,,0
2011,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Female,9200,,,,,,,,,,,,,,,,,,,,,,,,0
2011,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Female,300,,,,,,,,,,,,,,,,,,,,,,,,0
2011,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Female,100,,,,,,,,,,,,,,,,,,,,,,,,0
2011,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Female,1200,,,,,,,,,,,,,,,,,,,,,,,,0
2011,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Female,100,,,,,,,,,,,,,,,,,,,,,,,,0
2011,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Female,400,,,,,,,,,,,,,,,,,,,,,,,,0
2011,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Female,100,,,,,,,,,,,,,,,,,,,,,,,,0
2011,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Female,200,,,,,,,,,,,,,,,,,,,,,,,,0
2011,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Female,900,,,,,,,,,,,,,,,,,,,,,,,,0
2011,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Female,1000,,,,,,,,,,,,,,,,,,,,,,,,0
2011,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Female,100,,,,,,,,,,,,,,,,,,,,,,,,0
2011,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Female,400,,,,,,,,,,,,,,,,,,,,,,,,0
2011,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Female,8200,,,,,,,,,,,,,,,,,,,,,,,,0
2011,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Female,2000,,,,,,,,,,,,,,,,,,,,,,,,0
2011,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,1300,,,,,,,,,,,,,,,,,,,,,,,,0
2011,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,2700,,,,,,,,,,,,,,,,,,,,,,,,0
2011,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,300,,,,,,,,,,,,,,,,,,,,,,,,0
2011,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,1200,,,,,,,,,,,,,,,,,,,,,,,,0
2011,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Female,1300,,,,,,,,,,,,,,,,,,,,,,,,0
2011,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Female,0,,,,,,,,,,,,,,,,,,,,,,,,0
2011,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Female,500,,,,,,,,,,,,,,,,,,,,,,,,0
2010,All codes,All deaths,All deaths,Number of observed deaths,,450571,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,,252507,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C00-D48,All cancers,All cancers,Number of observed deaths,,131390,,,,,,,,,,,,,,,,,,,,,,,,0
2010,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,,62523,,,,,,,,,,,,,,,,,,,,,,,,0
2010,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,,146680,,,,,,,,,,,,,,,,,,,,,,,,0
2010,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,,23621,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,,28044,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,,1818,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,,601,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,,6199,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,,699,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,,4131,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,,3357,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,,4041,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,,6587,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,,8075,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,,2268,,,,,,,,,,,,,,,,,,,,,,,,0
2010,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,,1130,,,,,,,,,,,,,,,,,,,,,,,,0
2010,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,,21216,,,,,,,,,,,,,,,,,,,,,,,,0
2010,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,,23565,,,,,,,,,,,,,,,,,,,,,,,,0
2010,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,,23593,,,,,,,,,,,,,,,,,,,,,,,,0
2010,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,,65128,,,,,,,,,,,,,,,,,,,,,,,,0
2010,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,,2511,,,,,,,,,,,,,,,,,,,,,,,,0
2010,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,,40374,,,,,,,,,,,,,,,,,,,,,,,,0
2010,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,,6456,,,,,,,,,,,,,,,,,,,,,,,,0
2010,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,,374,,,,,,,,,,,,,,,,,,,,,,,,0
2010,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,,2340,,,,,,,,,,,,,,,,,,,,,,,,0
2010,All codes,All deaths,All deaths,Attributable number,,80300,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C00-D48,All cancers,All cancers,Attributable number,,37000,,,,,,,,,,,,,,,,,,,,,,,,0
2010,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,,22100,,,,,,,,,,,,,,,,,,,,,,,,0
2010,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,,20100,,,,,,,,,,,,,,,,,,,,,,,,0
2010,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,,1200,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,,22900,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,,1200,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C32,Larynx,Cancers which can be caused by smoking,Attributable number,,500,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,,4100,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C53,Cervical,Cancers which can be caused by smoking,Attributable number,,100,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C67,Bladder,Cancers which can be caused by smoking,Attributable number,,1600,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,,800,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C16,Stomach,Cancers which can be caused by smoking,Attributable number,,800,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,,1600,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,,2900,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,,400,,,,,,,,,,,,,,,,,,,,,,,,0
2010,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,,1000,,,,,,,,,,,,,,,,,,,,,,,,0
2010,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,,16700,,,,,,,,,,,,,,,,,,,,,,,,0
2010,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,,4400,,,,,,,,,,,,,,,,,,,,,,,,0
2010,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,,3200,,,,,,,,,,,,,,,,,,,,,,,,0
2010,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,,9100,,,,,,,,,,,,,,,,,,,,,,,,0
2010,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,,400,,,,,,,,,,,,,,,,,,,,,,,,0
2010,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,,3300,,,,,,,,,,,,,,,,,,,,,,,,0
2010,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,,3900,,,,,,,,,,,,,,,,,,,,,,,,0
2010,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,,100,,,,,,,,,,,,,,,,,,,,,,,,0
2010,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,,1200,,,,,,,,,,,,,,,,,,,,,,,,0
2010,All codes,All deaths,All deaths,Number of observed deaths,Male,215789,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,Male,127958,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C00-D48,All cancers,All cancers,Number of observed deaths,Male,69085,,,,,,,,,,,,,,,,,,,,,,,,0
2010,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,Male,29342,,,,,,,,,,,,,,,,,,,,,,,,0
2010,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,Male,71562,,,,,,,,,,,,,,,,,,,,,,,,0
2010,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,Male,11153,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,Male,15736,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,Male,1207,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,Male,480,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,Male,4180,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,Male,.,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,Male,2797,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,Male,2034,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,Male,2519,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,Male,3213,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,Male,3733,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,Male,1234,,,,,,,,,,,,,,,,,,,,,,,,0
2010,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,Male,664,,,,,,,,,,,,,,,,,,,,,,,,0
2010,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,Male,10968,,,,,,,,,,,,,,,,,,,,,,,,0
2010,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,Male,9792,,,,,,,,,,,,,,,,,,,,,,,,0
2010,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,9699,,,,,,,,,,,,,,,,,,,,,,,,0
2010,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,37789,,,,,,,,,,,,,,,,,,,,,,,,0
2010,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,1053,,,,,,,,,,,,,,,,,,,,,,,,0
2010,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,15715,,,,,,,,,,,,,,,,,,,,,,,,0
2010,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,3848,,,,,,,,,,,,,,,,,,,,,,,,0
2010,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,143,,,,,,,,,,,,,,,,,,,,,,,,0
2010,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,Male,1154,,,,,,,,,,,,,,,,,,,,,,,,0
2010,All codes,All deaths,All deaths,Attributable number,Male,48000,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C00-D48,All cancers,All cancers,Attributable number,Male,23400,,,,,,,,,,,,,,,,,,,,,,,,0
2010,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Male,11600,,,,,,,,,,,,,,,,,,,,,,,,0
2010,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Male,12300,,,,,,,,,,,,,,,,,,,,,,,,0
2010,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Male,600,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Male,13700,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Male,900,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Male,400,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Male,2900,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Male,.,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Male,1200,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Male,700,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Male,600,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Male,700,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Male,2000,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Male,300,,,,,,,,,,,,,,,,,,,,,,,,0
2010,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Male,600,,,,,,,,,,,,,,,,,,,,,,,,0
2010,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Male,8700,,,,,,,,,,,,,,,,,,,,,,,,0
2010,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Male,2400,,,,,,,,,,,,,,,,,,,,,,,,0
2010,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,1700,,,,,,,,,,,,,,,,,,,,,,,,0
2010,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,6000,,,,,,,,,,,,,,,,,,,,,,,,0
2010,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,200,,,,,,,,,,,,,,,,,,,,,,,,0
2010,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,1900,,,,,,,,,,,,,,,,,,,,,,,,0
2010,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Male,2400,,,,,,,,,,,,,,,,,,,,,,,,0
2010,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,0,,,,,,,,,,,,,,,,,,,,,,,,0
2010,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,600,,,,,,,,,,,,,,,,,,,,,,,,0
2010,All codes,All deaths,All deaths,Number of observed deaths,Female,234782,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,Female,124549,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C00-D48,All cancers,All cancers,Number of observed deaths,Female,62305,,,,,,,,,,,,,,,,,,,,,,,,0
2010,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,Female,33181,,,,,,,,,,,,,,,,,,,,,,,,0
2010,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,Female,75118,,,,,,,,,,,,,,,,,,,,,,,,0
2010,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,Female,12468,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,Female,12308,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,Female,611,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,Female,121,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,Female,2019,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,Female,699,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,Female,1334,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,Female,1323,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,Female,1522,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,Female,3374,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,Female,4342,,,,,,,,,,,,,,,,,,,,,,,,0
2010,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,Female,1034,,,,,,,,,,,,,,,,,,,,,,,,0
2010,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,466,,,,,,,,,,,,,,,,,,,,,,,,0
2010,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,10248,,,,,,,,,,,,,,,,,,,,,,,,0
2010,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,13773,,,,,,,,,,,,,,,,,,,,,,,,0
2010,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,13894,,,,,,,,,,,,,,,,,,,,,,,,0
